sample,station,tx_total_pkts,tx_total_bytes,tx_ucast_pkts,tx_ucast_bytes,tx_mcast_bcast_pkts,tx_mcast_bcast_bytes,tx_failures,rx_data_pkts,rx_data_bytes,rx_ucast_pkts,rx_ucast_bytes,rx_mcast_bcast_pkts,rx_mcast_bcast_bytes,rx_decrypt_succeeds,tx_data_pkts_retried,tx_total_pkts_sent,tx_pkts_retries,tx_pkts_retry_exhausted,rx_total_pkts_retried,rate_last_tx_pkt_min,rate_last_tx_pkt_max,per_antenna_rssi_last_rx_data_frame_1,per_antenna_rssi_last_rx_data_frame_2,per_antenna_rssi_last_rx_data_frame_3,per_antenna_rssi_last_rx_data_frame_4,per_antenna_avg_rssi_rx_data_frames_1,per_antenna_avg_rssi_rx_data_frames_2,per_antenna_avg_rssi_rx_data_frames_3,per_antenna_avg_rssi_rx_data_frames_4,per_antenna_noise_floor_1,per_antenna_noise_floor_2,per_antenna_noise_floor_3,per_antenna_noise_floor_4,sinr_per_antenna_1,sinr_per_antenna_2,sinr_per_antenna_3,sinr_per_antenna_4,attack
842,CC:2F:71:3F:1F:24,2195491,415705919,126586,152892413,2068905,262813506,481,115471,125319553,115359,125306065,112,13488,113628,47,126147,15035,481,239,144444.0,43333.0,-75.0,-64.0,-74.0,-70.0,-75.0,-64.0,-73.0,-70.0,-90.0,-93.0,-90.0,-93.0,15.0,29.0,16.0,23.0,0
843,CC:2F:71:3E:C5:1F,5442874,4423213140,3373969,4160399634,2068905,262813506,502,88044,7605350,73849,5922872,14195,1682478,20896,205,3381255,862640,502,2870,104000.0,26000.0,-70.0,-71.0,-66.0,-62.0,-70.0,-72.0,-67.0,-63.0,-90.0,-93.0,-90.0,-93.0,20.0,22.0,24.0,31.0,0
844,F8:59:71:5A:E0:3D,2197663,455396508,128752,192582396,2068911,262814112,1,43788,39561695,43672,39544238,116,17457,42801,3,128768,14225,1,67,144444.0,43333.0,-67.0,-72.0,-67.0,-70.0,-66.0,-72.0,-66.0,-69.0,-90.0,-93.0,-90.0,-93.0,23.0,21.0,23.0,23.0,0
845,CC:2F:71:3F:1F:24,2195661,415922277,126750,153108165,2068911,262814112,481,115619,125522925,115507,125509437,112,13488,113776,47,126310,15037,481,239,144444.0,43333.0,-81.0,-70.0,-80.0,-77.0,-80.0,-69.0,-79.0,-76.0,-90.0,-93.0,-90.0,-93.0,9.0,23.0,10.0,16.0,0
846,CC:2F:71:3E:C5:1F,5442880,4423213746,3373969,4160399634,2068911,262814112,502,88044,7605350,73849,5922872,14195,1682478,20896,205,3381255,862640,502,2870,104000.0,26000.0,-70.0,-71.0,-66.0,-62.0,-70.0,-72.0,-67.0,-63.0,-90.0,-93.0,-90.0,-93.0,20.0,22.0,24.0,31.0,0
847,F8:59:71:5A:E0:3D,2197729,455494672,128815,192680298,2068914,262814374,1,43851,39658715,43735,39641258,116,17457,42864,3,128831,14225,1,67,144444.0,43333.0,-67.0,-72.0,-67.0,-70.0,-67.0,-72.0,-66.0,-70.0,-90.0,-93.0,-90.0,-93.0,23.0,21.0,23.0,23.0,0
848,CC:2F:71:3F:1F:24,2195823,416130393,126909,153316019,2068914,262814374,481,115766,125726225,115654,125712737,112,13488,113922,47,126470,15038,481,239,144444.0,43333.0,-81.0,-70.0,-80.0,-77.0,-80.0,-69.0,-79.0,-76.0,-90.0,-93.0,-90.0,-93.0,9.0,23.0,10.0,16.0,0
849,CC:2F:71:3E:C5:1F,5442895,4423218361,3373981,4160403987,2068914,262814374,502,88046,7605490,73851,5923012,14195,1682478,20896,205,3381267,862662,502,2870,104000.0,26000.0,-70.0,-72.0,-66.0,-62.0,-70.0,-73.0,-67.0,-63.0,-90.0,-93.0,-90.0,-93.0,20.0,21.0,24.0,31.0,0
850,F8:59:71:5A:E0:3D,2197795,455591424,128877,192776646,2068918,262814778,1,43914,39755735,43798,39738278,116,17457,42927,3,128893,14225,1,67,144444.0,43333.0,-67.0,-72.0,-67.0,-70.0,-66.0,-72.0,-67.0,-70.0,-90.0,-93.0,-90.0,-93.0,23.0,21.0,23.0,23.0,0
851,CC:2F:71:3F:1F:24,2196037,416377596,127117,153562616,2068920,262814980,481,115945,125927653,115833,125914165,112,13488,114101,47,126678,15039,481,239,144444.0,43333.0,-80.0,-70.0,-80.0,-77.0,-80.0,-70.0,-80.0,-77.0,-90.0,-93.0,-90.0,-93.0,10.0,23.0,10.0,16.0,0
852,CC:2F:71:3E:C5:1F,5442913,4423223242,3373993,4160408262,2068920,262814980,502,88048,7605630,73853,5923152,14195,1682478,20896,205,3381279,862690,502,2870,78000.0,13000.0,-70.0,-71.0,-66.0,-61.0,-70.0,-73.0,-67.0,-63.0,-90.0,-93.0,-90.0,-93.0,20.0,22.0,24.0,32.0,0
853,F8:59:71:5A:E0:3D,2198082,455999576,129162,193184596,2068920,262814980,1,44034,39871191,43918,39853734,116,17457,43047,3,129178,14290,1,68,144444.0,43333.0,-67.0,-72.0,-67.0,-70.0,-66.0,-72.0,-67.0,-70.0,-90.0,-93.0,-90.0,-93.0,23.0,21.0,23.0,23.0,0
854,CC:2F:71:3F:1F:24,2196196,416586858,127276,153771878,2068920,262814980,481,116088,126126189,115976,126112701,112,13488,114244,47,126837,15039,481,240,144444.0,43333.0,-75.0,-64.0,-74.0,-70.0,-78.0,-67.0,-77.0,-74.0,-90.0,-93.0,-90.0,-93.0,15.0,29.0,16.0,23.0,0
855,CC:2F:71:3E:C5:1F,5442915,4423223444,3373993,4160408262,2068922,262815182,502,88048,7605630,73853,5923152,14195,1682478,20896,205,3381279,862690,502,2870,78000.0,13000.0,-70.0,-71.0,-66.0,-61.0,-70.0,-73.0,-67.0,-63.0,-90.0,-93.0,-90.0,-93.0,20.0,22.0,24.0,32.0,0
856,F8:59:71:5A:E0:3D,2198149,456096554,129224,193280944,2068925,262815610,1,44095,39965229,43979,39947772,116,17457,43108,3,129240,14290,1,69,144444.0,43333.0,-67.0,-72.0,-67.0,-70.0,-67.0,-72.0,-67.0,-70.0,-90.0,-93.0,-90.0,-93.0,23.0,21.0,23.0,23.0,0
857,CC:2F:71:3F:1F:24,2196373,416795814,127444,153979800,2068929,262816014,481,116246,126324316,116134,126310828,112,13488,114402,47,127005,15040,481,240,144444.0,43333.0,-78.0,-67.0,-77.0,-73.0,-77.0,-66.0,-77.0,-73.0,-90.0,-93.0,-90.0,-93.0,12.0,26.0,13.0,20.0,0
858,CC:2F:71:3E:C5:1F,5442922,4423224276,3373993,4160408262,2068929,262816014,502,88048,7605630,73853,5923152,14195,1682478,20896,205,3381279,862690,502,2870,78000.0,13000.0,-70.0,-71.0,-66.0,-61.0,-70.0,-73.0,-67.0,-63.0,-90.0,-93.0,-90.0,-93.0,20.0,22.0,24.0,32.0,0
859,F8:59:71:5A:E0:3D,2198218,456195062,129287,193378846,2068931,262816216,1,44158,40062249,44042,40044792,116,17457,43171,3,129303,14291,1,69,144444.0,43333.0,-67.0,-72.0,-67.0,-70.0,-66.0,-72.0,-67.0,-69.0,-90.0,-93.0,-90.0,-93.0,23.0,21.0,23.0,23.0,0
860,CC:2F:71:3F:1F:24,2196532,417000746,127601,154184530,2068931,262816216,481,116388,126519860,116276,126506372,112,13488,114544,47,127162,15041,481,240,144444.0,43333.0,-78.0,-67.0,-77.0,-74.0,-77.0,-66.0,-76.0,-73.0,-90.0,-93.0,-90.0,-93.0,12.0,26.0,13.0,19.0,0
861,CC:2F:71:3E:C5:1F,5442924,4423224478,3373993,4160408262,2068931,262816216,502,88048,7605630,73853,5923152,14195,1682478,20896,205,3381279,862690,502,2870,78000.0,13000.0,-70.0,-71.0,-66.0,-61.0,-70.0,-73.0,-67.0,-63.0,-90.0,-93.0,-90.0,-93.0,20.0,22.0,24.0,32.0,0
862,F8:59:71:5A:E0:3D,2198281,456290058,129348,193473640,2068933,262816418,1,44220,40157729,44104,40140272,116,17457,43233,3,129364,14292,1,69,144444.0,43333.0,-67.0,-72.0,-67.0,-70.0,-67.0,-72.0,-67.0,-70.0,-90.0,-93.0,-90.0,-93.0,23.0,21.0,23.0,23.0,0
