sample,station,tx_total_pkts,tx_total_bytes,tx_ucast_pkts,tx_ucast_bytes,tx_mcast_bcast_pkts,tx_mcast_bcast_bytes,tx_failures,rx_data_pkts,rx_data_bytes,rx_ucast_pkts,rx_ucast_bytes,rx_mcast_bcast_pkts,rx_mcast_bcast_bytes,rx_decrypt_succeeds,tx_data_pkts_retried,tx_total_pkts_sent,tx_pkts_retries,tx_pkts_retry_exhausted,rx_total_pkts_retried,rate_last_tx_pkt_min,rate_last_tx_pkt_max,per_antenna_rssi_last_rx_data_frame_1,per_antenna_rssi_last_rx_data_frame_2,per_antenna_rssi_last_rx_data_frame_3,per_antenna_rssi_last_rx_data_frame_4,per_antenna_avg_rssi_rx_data_frames_1,per_antenna_avg_rssi_rx_data_frames_2,per_antenna_avg_rssi_rx_data_frames_3,per_antenna_avg_rssi_rx_data_frames_4,per_antenna_noise_floor_1,per_antenna_noise_floor_2,per_antenna_noise_floor_3,per_antenna_noise_floor_4,sinr_per_antenna_1,sinr_per_antenna_2,sinr_per_antenna_3,sinr_per_antenna_4,attack
3622,92:69:1D:31:68:E9,3861876,490242235,4332,3753266,3857544,486488969,1,6161,1288625,5963,1243427,198,45198,2438,15,4639,107,1,71,216660.0,130000.0,-52.0,-48.0,-45.0,-48.0,-51.0,-48.0,-44.0,-47.0,-89.0,-90.0,-87.0,-88.0,37.0,42.0,42.0,40.0,1
3623,CC:2F:71:3F:1F:24,5307082,2130349320,1449538,1643860351,3857544,486488969,2222,1209610,1358001043,1208658,1357885477,952,115566,1169870,15,1447675,134719,2219,906,144444.0,43333.0,-72.0,-71.0,-69.0,-76.0,-71.0,-71.0,-68.0,-75.0,-89.0,-90.0,-87.0,-88.0,17.0,19.0,18.0,12.0,1
3624,CC:2F:71:3E:C5:1F,3858647,486623788,1103,134819,3857544,486488969,3,4808,400925,4008,305995,800,94930,1168,16,1590,32,3,55,130000.0,39000.0,-72.0,-72.0,-67.0,-60.0,-72.0,-72.0,-68.0,-60.0,-89.0,-90.0,-87.0,-88.0,17.0,18.0,20.0,28.0,1
3625,BA:8C:B9:54:50:24,3862595,492724340,5051,6235371,3857544,486488969,7,10487,1811062,10465,1807567,22,3495,2396,18,5620,45,7,80,216660.0,130000.0,-40.0,-37.0,-46.0,-52.0,-41.0,-36.0,-45.0,-51.0,-89.0,-90.0,-87.0,-88.0,49.0,53.0,41.0,36.0,1
3626,62:47:05:9D:EB:15,3878791,533449827,21244,46960596,3857547,486489231,1,17339,5985018,17243,5970559,96,14459,8130,1,21343,463,1,179,216660.0,130000.0,-41.0,-42.0,-40.0,-44.0,-40.0,-41.0,-41.0,-44.0,-89.0,-90.0,-87.0,-88.0,48.0,48.0,47.0,44.0,1
3627,92:69:1D:31:68:E9,3861879,490242497,4332,3753266,3857547,486489231,1,6161,1288625,5963,1243427,198,45198,2438,15,4639,107,1,71,216660.0,130000.0,-52.0,-48.0,-45.0,-48.0,-51.0,-48.0,-44.0,-47.0,-89.0,-90.0,-87.0,-88.0,37.0,42.0,42.0,40.0,1
3628,CC:2F:71:3F:1F:24,5307135,2130367812,1449588,1643878581,3857547,486489231,2222,1209638,1358005998,1208686,1357890432,952,115566,1169897,15,1447725,134719,2219,906,144444.0,43333.0,-75.0,-74.0,-72.0,-78.0,-73.0,-72.0,-70.0,-76.0,-89.0,-90.0,-87.0,-88.0,14.0,16.0,15.0,10.0,1
3629,CC:2F:71:3E:C5:1F,3858650,486624050,1103,134819,3857547,486489231,3,4808,400925,4008,305995,800,94930,1168,16,1590,32,3,55,130000.0,39000.0,-72.0,-72.0,-67.0,-60.0,-72.0,-72.0,-68.0,-60.0,-89.0,-90.0,-87.0,-88.0,17.0,18.0,20.0,28.0,1
3630,BA:8C:B9:54:50:24,3862599,492724718,5052,6235487,3857547,486489231,7,10488,1811130,10466,1807635,22,3495,2396,18,5621,45,7,80,216660.0,130000.0,-48.0,-35.0,-43.0,-46.0,-42.0,-36.0,-45.0,-50.0,-89.0,-90.0,-87.0,-88.0,41.0,55.0,44.0,42.0,1
3631,62:47:05:9D:EB:15,3878798,533450549,21245,46960712,3857553,486489837,1,17340,5985086,17244,5970627,96,14459,8130,1,21344,463,1,179,216660.0,130000.0,-41.0,-41.0,-39.0,-44.0,-40.0,-41.0,-40.0,-44.0,-89.0,-90.0,-87.0,-88.0,48.0,49.0,48.0,44.0,1
