sample,station,tx_total_pkts,tx_total_bytes,tx_ucast_pkts,tx_ucast_bytes,tx_mcast_bcast_pkts,tx_mcast_bcast_bytes,tx_failures,rx_data_pkts,rx_data_bytes,rx_ucast_pkts,rx_ucast_bytes,rx_mcast_bcast_pkts,rx_mcast_bcast_bytes,rx_decrypt_succeeds,tx_data_pkts_retried,tx_total_pkts_sent,tx_pkts_retries,tx_pkts_retry_exhausted,rx_total_pkts_retried,rate_last_tx_pkt_min,rate_last_tx_pkt_max,per_antenna_rssi_last_rx_data_frame_1,per_antenna_rssi_last_rx_data_frame_2,per_antenna_rssi_last_rx_data_frame_3,per_antenna_rssi_last_rx_data_frame_4,per_antenna_avg_rssi_rx_data_frames_1,per_antenna_avg_rssi_rx_data_frames_2,per_antenna_avg_rssi_rx_data_frames_3,per_antenna_avg_rssi_rx_data_frames_4,per_antenna_noise_floor_1,per_antenna_noise_floor_2,per_antenna_noise_floor_3,per_antenna_noise_floor_4,sinr_per_antenna_1,sinr_per_antenna_2,sinr_per_antenna_3,sinr_per_antenna_4,attack
2004,92:69:1D:31:68:E9,3770621,489208270,12688,15210815,3757933,473997455,3,18974,3523344,18288,3365602,686,157742,6372,104,13924,248,3,249,229410.0,130000.0,-52.0,-51.0,-43.0,-48.0,-50.0,-47.0,-43.0,-48.0,-87.0,-88.0,-84.0,-85.0,35.0,37.0,41.0,37.0,1
2005,CC:2F:71:3F:1F:24,3899666,659701345,141726,185703224,3757940,473998121,27,126929,163605797,126891,163600863,38,4934,122475,5,141718,9565,24,126,130000.0,43333.0,-73.0,-70.0,-73.0,-72.0,-72.0,-70.0,-73.0,-72.0,-87.0,-88.0,-84.0,-85.0,14.0,18.0,11.0,13.0,1
2006,CC:2F:71:3E:C5:1F,3757982,474003281,42,5160,3757940,473998121,0,158,13984,125,9904,33,4080,47,2,56,4,0,1,130000.0,39000.0,-71.0,-70.0,-67.0,-61.0,-69.0,-69.0,-66.0,-60.0,-87.0,-88.0,-84.0,-85.0,16.0,18.0,17.0,24.0,1
2007,BA:8C:B9:54:50:24,3758174,474077144,234,79023,3757940,473998121,0,917,114051,900,111343,17,2708,177,2,311,3,0,6,216660.0,130000.0,-48.0,-35.0,-43.0,-45.0,-41.0,-35.0,-43.0,-48.0,-87.0,-88.0,-84.0,-85.0,39.0,53.0,41.0,40.0,1
2008,92:69:1D:31:68:E9,3770630,489209138,12688,15210815,3757942,473998323,3,18974,3523344,18288,3365602,686,157742,6372,104,13924,248,3,249,229410.0,130000.0,-52.0,-51.0,-43.0,-48.0,-50.0,-47.0,-43.0,-48.0,-87.0,-88.0,-84.0,-85.0,35.0,37.0,41.0,37.0,1
2009,CC:2F:71:3F:1F:24,3899782,659822015,141839,185823419,3757943,473998596,27,127036,163727145,126998,163722211,38,4934,122572,5,141832,9570,24,126,117000.0,39000.0,-70.0,-67.0,-71.0,-69.0,-72.0,-69.0,-73.0,-71.0,-87.0,-88.0,-84.0,-85.0,17.0,21.0,13.0,16.0,1
2010,CC:2F:71:3E:C5:1F,3757985,474003756,42,5160,3757943,473998596,0,158,13984,125,9904,33,4080,47,2,56,4,0,1,130000.0,39000.0,-71.0,-70.0,-67.0,-61.0,-69.0,-69.0,-66.0,-60.0,-87.0,-88.0,-84.0,-85.0,16.0,18.0,17.0,24.0,1
2011,BA:8C:B9:54:50:24,3758177,474077619,234,79023,3757943,473998596,0,917,114051,900,111343,17,2708,177,2,311,3,0,6,216660.0,130000.0,-48.0,-35.0,-43.0,-45.0,-41.0,-35.0,-43.0,-48.0,-87.0,-88.0,-84.0,-85.0,39.0,53.0,41.0,40.0,1
2012,92:69:1D:31:68:E9,3770631,489209411,12688,15210815,3757943,473998596,3,18974,3523344,18288,3365602,686,157742,6372,104,13924,248,3,249,229410.0,130000.0,-52.0,-51.0,-43.0,-48.0,-50.0,-47.0,-43.0,-48.0,-87.0,-88.0,-84.0,-85.0,35.0,37.0,41.0,37.0,1
2013,CC:2F:71:3F:1F:24,3899901,659948927,141952,185949725,3757949,473999202,27,127130,163842031,127092,163837097,38,4934,122665,5,141945,9570,24,126,130000.0,43333.0,-69.0,-66.0,-71.0,-69.0,-69.0,-66.0,-70.0,-69.0,-87.0,-88.0,-84.0,-85.0,18.0,22.0,13.0,16.0,1
